chiwii,chi-wii-,\s|^
eechi,ee-chi-,\s|^
ee-chi,ee-chi-,\s|^
e-,ee-,\s|^
gii,gii-,\s|^
kii,kii-,\s|^
eekii,ee-kii-,\s|^
ewii,ee-wii-,\s|^
eewii,ee-wii-,\s|^
ee-wii,ee-wii-,\s|^
eekaa,ee-kaa-,\s|^
ee-kaa,ee-kaa-,\s|^
ekaa,ee-kaa-,\s|^
e-kaa,ee-kaa-,\s|^
ee,ee-,\s|^
--,-
