VOWEL,i,a,e,u,o,ɑː,æ,ɛ,eː,ɪ,iː,oː,uː,I,A,E,U,O
STOP,t,k,p,T,K,P
CONSONANT,t,d,k,g,p,b,m,n,h,s,w
